freq,psd_x_angle_1,psd_y_angle_1,psd_z_angle_1
0.0,1.9266065898286893e-27,2.87986821132684e-26,3.059593865456073e-25
0.00016666666666666666,362.195522098463,339.0143426934588,313.1106169481465
0.0003333333333333333,2.7585696360428864,57.54593730074239,19.576555831792962
0.0005,55.90645021655888,20.814400687152695,55.806238701248475
0.0006666666666666666,12.129583999415821,25.107430357954073,13.774957850900046
0.0008333333333333333,14.187463670925196,11.886322723020424,5.1483658193621675
0.001,16.61910705300341,24.5719626827744,10.97959865704329
0.0011666666666666665,11.549233778951828,6.217418676428859,3.208922454299461
0.0013333333333333333,1.8382666724666623,6.947247365960987,2.3387011796910078
0.0015,2.188221695552148,3.71905191153376,2.027541505752957
0.0016666666666666666,0.4189869726318391,2.815905956919277,1.2040016608670459
0.0018333333333333333,7.343107520598504,4.919491695701907,5.555827585585631
0.002,2.0668084493403756,1.2390610773588608,1.4243891050269066
0.0021666666666666666,1.1775004649296628,0.369585366821981,0.6673081098368457
0.002333333333333333,0.7693114085157088,1.3044635961885362,1.2099984860825157
0.0025,2.404103789084111,0.3381802556657909,1.20705255395688
0.0026666666666666666,0.7555337120028232,0.4293987102542092,1.5377559586584244
0.002833333333333333,0.6923672536352641,0.4567403034068623,0.6312777760256932
0.003,0.6682640787483194,0.7496835934025101,0.6893753575696383
0.0031666666666666666,0.9402601858890408,0.45183981563300746,0.6549277072576146
0.003333333333333333,0.13556578932543648,0.48439122552880187,0.3384018662459226
0.0035,0.1918874286961231,0.17166417753836916,0.26693336901385956
0.0036666666666666666,0.311435320093276,0.30012302283287373,0.4421111234621955
0.003833333333333333,0.4829726906054967,0.4036701618580419,0.607045434775656
0.004,0.8376119495952586,0.3572306669188432,0.6773798839853288
0.004166666666666667,0.43270801367630346,0.17698037699046096,0.26631958463385574
0.004333333333333333,0.13717516630832,0.12450524709207705,0.19272920319528639
0.0045,0.06069802903093889,0.36816919415672333,0.37300640225711595
0.004666666666666666,0.3307122887708464,0.18782870919303787,0.29460959887477867
0.004833333333333334,0.01379504501118908,0.15043049281242252,0.10968085104559298
0.005,0.5831172853328581,0.0261539268304022,0.09890705851732837
0.005166666666666667,0.23020425105888045,0.15715459242042804,0.26759174548363746
0.005333333333333333,0.3233991331321831,0.0582097657629384,0.17422349368042298
0.0055,0.13672868138056804,0.18307354351747354,0.16466032767385033
0.005666666666666666,0.05916611722634113,0.11097837173572679,0.15620665014504737
0.005833333333333333,0.10815880151441654,0.1361189353168091,0.18272696930486365
0.006,0.1853631623326757,0.11982657868563681,0.2287703258452473
0.006166666666666667,0.16051694347642573,0.14518046708033452,0.24341405840527985
0.006333333333333333,0.16175378793626458,0.06915054753560079,0.13036550892517368
0.0065,0.26085276637060556,0.07906971125540037,0.16740361304631837
0.006666666666666666,0.11122264665465063,0.062164245483118094,0.08923425627171502
0.006833333333333333,0.05513837327715411,0.15167133521480147,0.17010802221406132
0.007,0.08223018053171129,0.1157882382821439,0.15698906999771878
0.007166666666666667,0.17304383968697987,0.10149714732119827,0.16453973274239456
0.007333333333333333,0.1048151121601995,0.0944989277969413,0.13784726597398086
0.0075,0.1010111096683823,0.08007803783166402,0.16717421632886223
0.007666666666666666,0.08804150955832607,0.05623419655173289,0.10023530664166126
0.007833333333333333,0.12999385882292658,0.07493410417358828,0.0760895178186137
0.008,0.1032342188834884,0.06496406437706745,0.09629042667190336
0.008166666666666666,0.09119603492231086,0.03526365898785317,0.047426496105118836
0.008333333333333333,0.09177200215646752,0.0432155482066503,0.06545332739460759
0.008499999999999999,0.07244787360260907,0.03782107022385571,0.06211146623205638
0.008666666666666666,0.057487881464116194,0.04362473314403464,0.06554052601476543
0.008833333333333334,0.06350836413669789,0.032460851504186705,0.07985872246366921
0.009,0.052454968791847204,0.04323600435989043,0.062145979108194326
0.009166666666666667,0.05398649324264072,0.03795380465755263,0.07493157834982579
0.009333333333333332,0.06664872632381062,0.051420643805948234,0.059352092685026635
0.0095,0.050962011297149945,0.029077143141199944,0.038408671911630346
0.009666666666666667,0.029126265069923912,0.03345912391078109,0.04389401066082991
0.009833333333333333,0.07203996612094966,0.02625384312404994,0.03873276434724188
0.01,0.02128089378285517,0.03787974683039443,0.05351215349599442
0.010166666666666666,0.06501090246532679,0.031598053535487836,0.05715411700311583
0.010333333333333333,0.06918178033541704,0.04008272066643644,0.05814931084484864
0.010499999999999999,0.09062974171380625,0.02688542339658368,0.06014103747301439
0.010666666666666666,0.04472485923263739,0.03083234413798855,0.04359746164306904
0.010833333333333334,0.041586754699196385,0.015172964180971662,0.03215401742635697
0.011,0.026921735547112323,0.02204097276909485,0.022226935621599674
0.011166666666666667,0.0590036264033958,0.0163635223845704,0.03514005794680018
0.011333333333333332,0.02260149219742939,0.015340610768786832,0.025190616252786995
0.0115,0.06264438954364536,0.01869328657339878,0.02846549398918358
0.011666666666666665,0.03994347255406588,0.02039224550180175,0.018949457642850463
0.011833333333333333,0.06602650403887528,0.021911849766659542,0.029234429488127305
0.012,0.023324065879901837,0.03255617604349366,0.020766293187567304
0.012166666666666666,0.043375802531974636,0.025831414265425578,0.03168285714511792
0.012333333333333333,0.0877835637636537,0.011656264295872413,0.027269855859056988
0.012499999999999999,0.09926874608143356,0.015678141792802143,0.03131691081344344
0.012666666666666666,0.024735173686550455,0.01493244489540524,0.01835244892568972
0.012833333333333334,0.021258205482980425,0.026804404899340578,0.02557496618323521
0.013,0.010171470511901756,0.047034504856359606,0.038477521712306555
0.013166666666666667,0.02026520316981957,0.01808685464164748,0.022211923473856074
0.013333333333333332,0.02007439530448141,0.02239050086950967,0.02437661101907995
0.0135,0.0163686220906895,0.014277603978204167,0.021058008839048622
0.013666666666666666,0.03382230038284715,0.008939365786983015,0.026219729717576825
0.013833333333333333,0.03341043693149253,0.01548862633858429,0.02911421422832924
0.014,0.04010878549998389,0.012852018973947001,0.03044258750888901
0.014166666666666666,0.0029476634798313644,0.011999206728412077,0.018231163587275584
0.014333333333333333,0.02574043447470488,0.007869819179944997,0.023424834767215876
0.014499999999999999,0.01546959797417652,0.02301673996617904,0.03695493823340723
0.014666666666666666,0.04355135416206245,0.008494370566398313,0.030936823431321932
0.014833333333333332,0.029066748182061224,0.014138493772848074,0.02978515806655882
0.015,0.016485725352672048,0.005922941771924774,0.012828759340490211
0.015166666666666667,0.008812801039533184,0.010226655545879447,0.017452915021805494
0.015333333333333332,0.025214775922041213,0.015355609539444329,0.015331687669929152
0.0155,0.02095910712935725,0.00969170614189207,0.02146328762791531
0.015666666666666666,0.008422939906879433,0.01579119691198844,0.02142908084428
0.01583333333333333,0.02707884776682699,0.01401623242696898,0.010513053323519449
0.016,0.03900482539114124,0.008413242848036219,0.01766998023449712
0.016166666666666666,0.023627989210824926,0.005120880110200275,0.004734260701964594
0.01633333333333333,0.006818873202822455,0.013386941619033362,0.014607385024123083
0.0165,0.012703734105681076,0.016711571232363408,0.01777759842650593
0.016666666666666666,0.017889927218147077,0.008900480167753504,0.012895051323603092
0.016833333333333332,0.011205279557115653,0.009837707119387954,0.015430342039406764
0.016999999999999998,0.007839172198892182,0.01491060264914201,0.014310564286785487
0.017166666666666667,0.024690856375147216,0.0040249368039476634,0.014648326453746219
0.017333333333333333,0.010998243426941416,0.015552906784897064,0.013642701431949483
0.017499999999999998,0.0015289251261774016,0.023982421245997317,0.016310770515213957
0.017666666666666667,0.003850904374439648,0.0075542959020001915,0.004339872677648492
0.017833333333333333,0.001648878669461411,0.011885821559447415,0.0056904143752904614
0.018,0.00940565430052216,0.004690982450267957,0.008692071516104117
0.018166666666666668,0.013574742128430822,0.0075625577437762066,0.010819238692553877
0.018333333333333333,0.015638838934023104,0.004364007259119451,0.013093607284948764
0.0185,0.03305909119914815,0.004125245141630549,0.008936988655388577
0.018666666666666665,0.02749198483538897,0.010265197701495645,0.012703425281828322
0.018833333333333334,0.022189205558189016,0.004859755806163011,0.013812330661015166
0.019,0.007191756395602037,0.010018693479647756,0.011005696585639716
0.019166666666666665,0.006556124890792917,0.011797172235711527,0.00912287207351704
0.019333333333333334,0.015690231070410975,0.0042217386860826265,0.010248975695179595
0.0195,0.005259370648394321,0.011328261418662057,0.00988426314612277
0.019666666666666666,0.008836465375420299,0.004924084253855998,0.004016034792892813
0.01983333333333333,0.01726475334419075,0.012992232313561199,0.016795366226328656
0.02,0.00210206273737783,0.009749273120062645,0.007836032824263019
0.020166666666666666,0.014658784519613687,0.006220271268098923,0.010736933709866541
0.02033333333333333,0.013634182094345297,0.006776348222064323,0.00860350654872037
0.0205,0.02326142428736793,0.010200102674612167,0.010223735510740642
0.020666666666666667,0.01762505912277935,0.004110744605361998,0.007819595235920792
0.020833333333333332,0.022685948655764038,0.005804446481992196,0.013706960913548817
0.020999999999999998,0.022468591072776423,0.005195954080341415,0.012992259090278584
0.021166666666666667,0.007827938178671156,0.014752251782453487,0.017600680434017378
0.021333333333333333,0.003536280789933633,0.008082106157736203,0.010319456248204968
0.0215,0.006433460291308506,0.015157243981874003,0.01028755984771308
0.021666666666666667,0.008687741205023565,0.0049695485649780035,0.006852998903107773
0.021833333333333333,0.013579910010711752,0.009484294347328835,0.01142892893138463
0.022,0.014734237280670703,0.003168411347333673,0.00788927337117122
0.022166666666666664,0.02285950214568451,0.0011681485486770727,0.012629233791321073
0.022333333333333334,0.02386780553964253,0.0024715911888628433,0.008793042323538116
0.0225,0.010990361657339924,0.008604033678597202,0.013798690284816733
0.022666666666666665,0.01116708103036783,0.003439818745677854,0.006785535603033339
0.022833333333333334,0.014366302777343113,0.0013861534161192252,0.00782894128653261
0.023,0.018570068617067902,0.007820760688344834,0.012943182934099103
0.023166666666666665,0.02127072703200031,0.006561818505691261,0.01639423804979354
0.02333333333333333,0.022216628597490455,0.004302293540903735,0.011473214048941489
0.0235,0.011060852677956359,0.008529452000814005,0.014943902759718434
0.023666666666666666,0.008693260681492895,0.006546431008670937,0.010218079359844708
0.02383333333333333,0.0055405391383731625,0.005492289787231501,0.007787905366103499
0.024,0.009129970992249338,0.005733764926162381,0.013513556725696284
0.024166666666666666,0.006732963511362699,0.012180572462474986,0.012178966193365724
0.024333333333333332,0.004834029916571119,0.004826332318092682,0.004657511110269346
0.024499999999999997,0.00990282247169016,0.0067288653671122725,0.009492570555515181
0.024666666666666667,0.008003901674947498,0.006686422936710161,0.00750779234942996
0.024833333333333332,0.009641537753312005,0.006466450861917856,0.006769013423052675
