time,x_omega,y_omega,z_omega,temp,index,x_angle_1,y_angle_1,z_angle_1,x_angle_2,y_angle_2,z_angle_2
17.63,0.005927741,0.669232666,0.299631029,27.5625,11201,3.780221553,-39.70413643,63.49713129,31.92640333,-39.10960237,99.07501523
17.632,0.115924555,0.694910828,0.29166684,27.5625,11202,3.780018964,-39.70261419,63.49763193,31.92641518,-39.1082639,99.07561449
17.634,0.239737393,0.673425019,0.317683192,27.5625,11203,3.78003365,-39.70112225,63.49816326,31.92664703,-39.10687408,99.07619783
17.636,0.366738544,0.623640828,0.369715898,27.5625,11204,3.780242358,-39.69970453,63.49875483,31.9271265,-39.10552723,99.07683319
17.638,0.49320831,0.570188329,0.447764956,27.5625,11205,3.780611705,-39.6983558,63.49944042,31.92785998,-39.10427995,99.07757263
17.64,0.613832835,0.531409064,0.536432933,27.5625,11206,3.781115043,-39.69704163,63.50023655,31.9288464,-39.10313957,99.07846816
17.642,0.72117272,0.536649506,0.634126993,27.5625,11207,3.781709639,-39.69566983,63.50116271,31.93007406,-39.10207675,99.07954102
17.644,0.822135979,0.59324627,0.730228214,27.5625,11208,3.782379134,-39.69413869,63.50222557,31.93151641,-39.10100345,99.08080928
17.646,0.907689056,0.679189504,0.828984165,27.5625,11209,3.783086172,-39.69238836,63.50343365,31.93316068,-39.09981696,99.08226973
17.648,0.971455325,0.777185754,0.923492548,27.5625,11210,3.783791222,-39.69039687,63.50478339,31.93497606,-39.09845858,99.0839277
17.65,1.015560327,0.865225165,1.027557959,27.5625,11211,3.784444065,-39.68817945,63.50628567,31.93691897,-39.09690421,99.08577469
17.652,1.040535449,0.928110458,1.134809046,27.5625,11212,3.785005224,-39.6857848,63.50794037,31.93895009,-39.09517376,99.0878298
17.654,1.047974847,0.966889723,1.236219727,27.5625,11213,3.78544965,-39.68326383,63.50973559,31.94103116,-39.09331754,99.09009942
17.656,1.043192377,0.975274428,1.319578245,27.5625,11214,3.78577896,-39.68068592,63.51164221,31.94312711,-39.09138376,99.09257186
17.658,1.026188038,0.955884796,1.37426568,27.5625,11215,3.786007821,-39.67812035,63.51361758,31.9452135,-39.08943321,99.09521102
17.66,0.989522434,0.928634502,1.384884599,27.5625,11216,3.786153173,-39.67560407,63.51560211,31.94726587,-39.08752144,99.09795955
17.662,0.937446648,0.887235017,1.353027841,27.5625,11217,3.786239127,-39.67318581,63.51753726,31.94924492,-39.08566417,99.10072932
17.664,0.871554837,0.835878694,1.286659594,27.5625,11218,3.786282492,-39.67090209,63.51937577,31.95111981,-39.0838897,99.10343537
17.666,0.800880556,0.779805974,1.183125129,27.5625,11219,3.786320891,-39.66878028,63.52106778,31.95286292,-39.08221794,99.10600869
17.668,0.72117272,0.709060019,1.062600393,27.5625,11220,3.786359172,-39.66685783,63.52258838,31.95446468,-39.08065833,99.10837494
17.67,0.62764886,0.630453402,0.928802008,27.5625,11221,3.786387203,-39.66515685,63.52391873,31.95590703,-39.07924021,99.11050014
17.672,0.52084036,0.543986123,0.786508487,27.5625,11222,3.786389909,-39.66369711,63.5250463,31.95716232,-39.07797931,99.11235775
17.674,0.404998305,0.455422668,0.660143345,27.5625,11223,3.786329414,-39.6624751,63.5259918,31.958204,-39.07689133,99.11393076
17.676,0.284373781,0.361094728,0.549706583,27.5625,11224,3.786176751,-39.66149464,63.52677529,31.959014,-39.07598049,99.11525105
17.678,0.1584354,0.27095914,0.456260091,27.5625,11225,3.785899477,-39.66073916,63.52741993,31.95958275,-39.0752583,99.11635046
17.68,0.036748104,0.192352523,0.377149141,27.5625,11226,3.785486814,-39.66017872,63.52794664,31.95989962,-39.07471638,99.11726298
17.682,-0.081219492,0.120558479,0.308657111,27.5625,11227,3.784932107,-39.65979462,63.52837062,31.95997312,-39.07433168,99.11801728
17.684,-0.194936005,0.059245318,0.24812927,27.5625,11228,3.784232703,-39.65956208,63.52870419,31.95981068,-39.07409056,99.1186346
17.686,-0.286865709,0.005268775,0.190256159,27.5625,11229,3.78342803,-39.65946519,63.52895211,31.95942081,-39.07397207,99.11913085
17.688,-0.36710493,-0.041371152,0.129197372,27.5625,11230,3.782544662,-39.65949084,63.52911144,31.95884707,-39.07396153,99.11951137
17.69,-0.418117945,-0.093251519,0.069200477,27.5625,11231,3.781640286,-39.65964899,63.52918269,31.95811286,-39.07404427,99.11976976
17.692,-0.454252164,-0.146704018,0.0001775,27.5625,11232,3.780756162,-39.65994712,63.52915369,31.95727663,-39.07423078,99.11990816
17.694,-0.471256502,-0.195440121,-0.061412233,27.5625,11233,3.779920698,-39.66037225,63.52903505,31.95636812,-39.07452418,99.11990852
17.696,-0.462222947,-0.239983871,-0.109728317,27.5625,11234,3.77916884,-39.66090961,63.52884501,31.95542561,-39.07491506,99.11978569
17.698,-0.440967524,-0.275094826,-0.147956427,27.5625,11235,3.778511336,-39.66153549,63.52859851,31.95450116,-39.07539503,99.11956624
17.7,-0.410147161,-0.308109605,-0.174503725,27.5625,11236,3.777952418,-39.66224008,63.52831132,31.95361923,-39.07594522,99.11927032
17.702,-0.359134146,-0.330119458,-0.186715483,27.5625,11237,3.777513268,-39.6629945,63.52800424,31.95279894,-39.07656144,99.11892132
17.704,-0.304932818,-0.334835855,-0.198396294,27.5625,11238,3.777197709,-39.66376397,63.52768093,31.95208067,-39.07722168,99.11854789
17.706,-0.22788191,-0.321734752,-0.206360484,27.5625,11239,3.77704483,-39.66451114,63.52734935,31.9514708,-39.07789135,99.11815109
17.708,-0.142860219,-0.277191003,-0.205829538,27.5625,11240,3.777056468,-39.66516917,63.52702609,31.95101504,-39.07853482,99.11773837
17.71,-0.045616659,-0.211161444,-0.194148726,27.5625,11241,3.777240717,-39.66568978,63.52672954,31.95072932,-39.0790892,99.11732671
17.712,0.058003527,-0.122597989,-0.178220347,27.5625,11242,3.777602531,-39.66602596,63.52646917,31.95063808,-39.07951153,99.11693842
17.714,0.165343413,-0.023029608,-0.148487373,27.5625,11243,3.778130805,-39.66614908,63.52626509,31.95075409,-39.07975672,99.11658197
17.716,0.27480884,0.080207083,-0.128842372,27.5625,11244,3.778842054,-39.66605668,63.52610462,31.95108478,-39.07980278,99.116285
17.718,0.380023184,0.174010979,-0.107604533,27.5625,11245,3.779726802,-39.66576682,63.52598826,31.9516344,-39.07964237,99.11602732
17.72,0.49320831,0.257333993,-0.091145208,27.5625,11246,3.78080813,-39.66530273,63.5259079,31.95239444,-39.07929434,99.11581211
17.722,0.598954039,0.326507816,-0.07362399,27.5625,11247,3.782071368,-39.66469214,63.52586255,31.95338086,-39.07877968,99.11562982
17.724,0.698323141,0.400398036,-0.055040881,27.5625,11248,3.783501907,-39.66392511,63.52585441,31.95457877,-39.07812666,99.11548257
17.726,0.784407603,0.475860388,-0.041767232,27.5625,11249,3.785079666,-39.66300108,63.52587677,31.95597541,-39.07732586,99.11537249
17.728,0.865709596,0.552370829,-0.04070534,27.5625,11250,3.786810296,-39.66192385,63.52591368,31.95754423,-39.07637414,99.11528895
17.73,0.936383877,0.625212961,-0.053448043,27.5625,11251,3.788690274,-39.6607074,63.52594632,31.95927565,-39.0752694,99.11520754
17.732,1.000681531,0.692290607,-0.071500206,27.5625,11252,3.790714137,-39.6593658,63.52596671,31.96114841,-39.07401898,99.11510064
17.734,1.04159822,0.736834357,-0.088490478,27.5625,11253,3.792836248,-39.6579435,63.52597239,31.96314978,-39.0726344,99.11495764
17.736,1.077732439,0.763036563,-0.097516559,27.5625,11254,3.795039046,-39.65647327,63.52597072,31.96523297,-39.07116073,99.11478066
17.738,1.08836015,0.769849136,-0.096985613,27.5625,11255,3.797261637,-39.65498918,63.52597101,31.96738844,-39.06963465,99.11458563
17.74,1.066041956,0.755175901,-0.099109397,27.5625,11256,3.799443822,-39.65353539,63.52596605,31.96956516,-39.06809496,99.11439166
17.742,1.014497556,0.730021783,-0.102295073,27.5625,11257,3.801529639,-39.65213333,63.52595263,31.97169724,-39.0665846,99.11419344
17.744,0.943823275,0.702247445,-0.104418857,27.5625,11258,3.803479785,-39.65078773,63.52593169,31.97372624,-39.06512456,99.11398885
17.746,0.85561327,0.671852887,-0.124594804,27.5625,11259,3.805282152,-39.64951249,63.52587895,31.97561389,-39.06372006,99.11378001
17.748,0.750930312,0.64041024,-0.1580444,27.5625,11260,3.806920585,-39.64831613,63.52577669,31.97732511,-39.06237636,99.11353082
17.75,0.640933499,0.616828255,-0.215386565,27.5625,11261,3.808413595,-39.64719445,63.52559475,31.97882697,-39.06109554,99.11321473
17.752,0.523497288,0.589577961,-0.276976298,27.5625,11262,3.809752044,-39.64615683,63.52532687,31.98010884,-39.05986188,99.11278396
17.754,0.390119509,0.567568108,-0.356618194,27.5625,11263,3.81092614,-39.64520149,63.52495013,31.98115583,-39.05868273,99.11223001
17.756,0.259930044,0.518832006,-0.460152659,27.5625,11264,3.811975209,-39.64439328,63.52442838,31.98193607,-39.05754759,99.11151677
17.758,0.141431062,0.421883845,-0.584924963,27.5625,11265,3.812954615,-39.64383864,63.52372527,31.98245593,-39.05650993,99.11059647
17.76,0.023994851,0.321267375,-0.679964292,27.5625,11266,3.813829564,-39.64353056,63.52287936,31.9827388,-39.05566616,99.10942662
17.762,-0.098223831,0.237420317,-0.780313081,27.5625,11267,3.814595324,-39.64343812,63.52188655,31.98278678,-39.05502362,99.10806669
17.764,-0.222036669,0.18816017,-0.855176464,27.5625,11268,3.815212905,-39.64348003,63.5207864,31.98259034,-39.05454878,99.10650606
17.766,-0.361259689,0.157241567,-0.908802007,27.5625,11269,3.815622804,-39.64360946,63.51961012,31.98214626,-39.05417246,99.10479571
17.768,-0.502076865,0.139424068,-0.935349306,27.5625,11270,3.815786389,-39.64378722,63.51839567,31.98142374,-39.05385798,99.1029781
17.77,-0.637580186,0.11164973,-0.942782549,27.5625,11271,3.815691384,-39.64402398,63.51716658,31.98041959,-39.05357913,99.10110741
17.772,-0.776803205,0.077586862,-0.921013764,27.5625,11272,3.815294371,-39.64431824,63.51596028,31.97914443,-39.05335583,99.09922184
17.774,-0.921871466,0.023086274,-0.882785654,27.5625,11273,3.814565242,-39.64470284,63.51479497,31.97759082,-39.05320066,99.09737981
17.776,-1.05578063,-0.047659681,-0.820664975,27.5625,11274,3.813498096,-39.64519872,63.51369938,31.97574708,-39.05315449,99.09561424
17.778,-1.159932202,-0.122597989,-0.750580107,27.5625,11275,3.812142902,-39.64581041,63.51268333,31.97363552,-39.05324981,99.09397291
17.78,-1.242828352,-0.188103503,-0.662443075,27.5625,11276,3.810518453,-39.64651038,63.51177228,31.97131566,-39.053495,99.09247175
17.782,-1.29702968,-0.250464753,-0.584394017,27.5625,11277,3.808694451,-39.64729722,63.51095348,31.96883,-39.05387121,99.09114687
17.784,-1.318285103,-0.292912326,-0.504221175,27.5625,11278,3.806731919,-39.64813017,63.51023319,31.96623594,-39.05437214,99.08997808
17.786,-1.30659462,-0.312301958,-0.427764955,27.5625,11279,3.804698872,-39.648965,63.50961049,31.96359937,-39.05495796,99.08896964
17.788,-1.270460401,-0.309157694,-0.361927654,27.5625,11280,3.802655051,-39.64976185,63.50907527,31.96098618,-39.05558257,99.08811411
17.79,-1.223167085,-0.30234512,-0.301930759,27.5625,11281,3.800629704,-39.6505162,63.50862045,31.95844526,-39.05620088,99.08739025
17.792,-1.178530697,-0.279287179,-0.244057648,27.5625,11282,3.798618399,-39.65119665,63.50824603,31.95599892,-39.05680557,99.08678639
17.794,-1.134425695,-0.242080047,-0.188839267,27.5625,11283,3.796621854,-39.65177624,63.50795093,31.95364186,-39.05736415,99.08629827
17.796,-1.100417018,-0.19910843,-0.123532912,27.5625,11284,3.794606578,-39.6522386,63.50774947,31.95137301,-39.05784831,99.08592059
17.798,-1.083944066,-0.148800195,-0.065659801,27.5625,11285,3.792546035,-39.65257267,63.50763309,31.94917218,-39.05824652,99.08567353
17.8,-1.066408342,-0.08958321,-0.012565203,27.5625,11286,3.790447382,-39.65276295,63.50759701,31.94700429,-39.05854412,99.08554221
17.802,-1.062157257,-0.025649828,0.028848583,27.5625,11287,3.78829821,-39.65280568,63.50762659,31.94487147,-39.05872329,99.08551708
17.804,-1.061094486,0.036711421,0.068669531,27.5625,11288,3.786094327,-39.65270475,63.50771946,31.94274716,-39.05877459,99.08557478
17.806,-1.052592317,0.101168847,0.114330884,27.5625,11289,3.783843059,-39.65245315,63.50788367,31.94062497,-39.05870117,99.08571212
17.808,-1.022303339,0.154097303,0.176451563,27.5625,11290,3.781568586,-39.65206594,63.50813897,31.93851979,-39.05849883,99.08594078
17.81,-0.984043578,0.182919729,0.225298593,27.5625,11291,3.779306165,-39.65159764,63.50846368,31.93647518,-39.05819063,99.08629368
17.812,-0.926122551,0.193924655,0.278924136,27.5625,11292,3.777091075,-39.65108148,63.50886106,31.93450709,-39.05782479,99.08674428
17.814,-0.858636583,0.181871641,0.337859139,27.5625,11293,3.774938305,-39.65056092,63.50933417,31.93265485,-39.05743695,99.08730213
17.816,-0.79061923,0.134707671,0.396794142,27.5625,11294,3.772852751,-39.65010602,63.509877,31.93093757,-39.0570732,99.08797784
17.818,-0.728447118,0.06710598,0.4551982,27.5625,11295,3.770825618,-39.64975782,63.51048538,31.92935633,-39.05680379,99.08877143
17.82,-0.681685188,-0.025649828,0.49077158,27.5625,11296,3.768857483,-39.64957754,63.51112486,31.92789944,-39.05666957,99.08968183
17.822,-0.65989838,-0.106876666,0.505107121,27.5625,11297,3.766923792,-39.64955241,63.51176939,31.92653607,-39.05672087,99.09066337
17.824,-0.666806392,-0.156660857,0.483338336,27.5625,11298,3.765009043,-39.64963712,63.51237669,31.92521627,-39.05693463,99.09167359
17.826,-0.699752298,-0.183387106,0.436084144,27.5625,11299,3.763090635,-39.64979797,63.51291706,31.92388266,-39.05724795,99.09264026
17.828,-0.769895193,-0.193867989,0.356973194,27.5625,11300,3.761132389,-39.65001791,63.5133512,31.92248316,-39.05761472,99.09351243
17.83,-0.859167969,-0.195964165,0.259279135,27.5625,11301,3.759118453,-39.65028922,63.51365603,31.92094337,-39.05800246,99.09422638
17.832,-0.964913698,-0.193867989,0.136099669,27.5625,11302,3.75704741,-39.65061583,63.5137986,31.91922503,-39.05839439,99.09474494
17.834,-1.079692981,-0.187055415,-0.006193852,27.5625,11303,3.754924669,-39.65099758,63.51375449,31.9172952,-39.05878212,99.09501714
17.836,-1.192346722,-0.18129093,-0.16600859,27.5625,11304,3.752776581,-39.65144505,63.51350038,31.91513582,-39.05915624,99.09500475
17.838,-1.299155222,-0.178670709,-0.325292382,27.5625,11305,3.750614511,-39.65196428,63.51303643,31.91275112,-39.05951882,99.09467273
17.84,-1.387896613,-0.199632474,-0.475019147,27.5625,11306,3.748465154,-39.65259772,63.51237123,31.91015281,-39.05987616,99.09402215
17.842,-1.45538258,-0.2462724,-0.605631856,27.5625,11307,3.746349813,-39.6533874,63.51152565,31.90737702,-39.06027542,99.09307211
17.844,-1.507458366,-0.315446223,-0.711290105,27.5625,11308,3.74427043,-39.65436624,63.5105288,31.90446625,-39.06076797,99.09186084
17.846,-1.547312284,-0.38252387,-0.802612812,27.5625,11309,3.742233233,-39.65552315,63.50939996,31.90145134,-39.06139886,99.09043826
17.848,-1.572818791,-0.433356149,-0.868981059,27.5625,11310,3.74023384,-39.65681364,63.50817484,31.89835671,-39.06216391,99.08883304
17.85,-1.595668371,-0.453793869,-0.915704305,27.5625,11311,3.738249623,-39.65816757,63.5068845,31.89521107,-39.06303062,99.08709508
17.852,-1.610547167,-0.460606442,-0.934287414,27.5625,11312,3.736259731,-39.65954413,63.50556843,31.89201974,-39.06393821,99.08526367
17.854,-1.62702012,-0.446981295,-0.933756468,27.5625,11313,3.734234773,-39.6608933,63.50425532,31.88879864,-39.06485942,99.08339509
17.856,-1.640836145,-0.423923354,-0.911456737,27.5625,11314,3.732151712,-39.66218572,63.50297553,31.8855446,-39.06575338,99.08152758
17.858,-1.656777712,-0.402437546,-0.878007141,27.5625,11315,3.729992464,-39.66341913,63.50174352,31.88226293,-39.06660123,99.07970467
17.86,-1.679627291,-0.428639751,-0.812700786,27.5625,11316,3.727708357,-39.66467328,63.50059333,31.87894938,-39.06740611,99.07794865
17.862,-1.730108921,-0.432832104,-0.679433346,27.5625,11317,3.72515641,-39.66587137,63.49961849,31.87559012,-39.06826339,99.07632325
17.864,-1.740736632,-0.387764311,-0.607224694,27.5625,11318,3.722487674,-39.66694461,63.49874666,31.8721299,-39.06912905,99.07496438
17.866,-1.709384883,-0.344268649,-0.538732663,27.5625,11319,3.719790943,-39.66789794,63.49797267,31.86864843,-39.06990458,99.07374993
17.868,-1.63658506,-0.30863365,-0.434136307,27.5625,11320,3.717104627,-39.66872954,63.49734291,31.86522966,-39.07059312,99.07267247
17.87,-1.523399933,-0.238411738,-0.346530221,27.5625,11321,3.714527114,-39.66937861,63.49684075,31.86195649,-39.07121038,99.0718042
17.872,-1.361327334,-0.117357548,-0.306709273,27.5625,11322,3.712210726,-39.66976682,63.4964116,31.85890969,-39.07168721,99.07111114
17.874,-1.174279613,0.026230539,-0.305647381,27.5625,11323,3.710251673,-39.66986795,63.496008,31.85618704,-39.07192192,99.07049772
17.876,-0.980855265,0.170866714,-0.307771165,27.5625,11324,3.708666611,-39.66968146,63.4956259,31.85383848,-39.07186946,99.06988642
17.878,-0.810280496,0.273579361,-0.317859138,27.5625,11325,3.707424347,-39.66929487,63.49524772,31.85187677,-39.07152773,99.06927088
17.88,-0.658304223,0.322839507,-0.32423049,27.5625,11326,3.706488752,-39.66881306,63.49486937,31.85025621,-39.07098057,99.06863516
17.882,-0.518018432,0.306070096,-0.325823328,27.5625,11327,3.705837527,-39.66836548,63.49448609,31.8489396,-39.07033489,99.0679867
17.884,-0.384640654,0.245805023,-0.335380355,27.5625,11328,3.705471516,-39.66804282,63.49408005,31.84790356,-39.06972275,99.06733505
17.886,-0.251794261,0.17925142,-0.345999275,27.5625,11329,3.705391662,-39.66785813,63.4936488,31.84713428,-39.06923114,99.06666429
17.888,-0.118416482,0.126847009,-0.358741978,27.5625,11330,3.70560018,-39.6677842,63.4931919,31.84663069,-39.06887264,99.06597229
17.89,0.008053284,0.120034435,-0.356618194,27.5625,11331,3.706059703,-39.66772284,63.49273666,31.84639386,-39.06861894,99.06525481
17.892,0.120175639,0.144664509,-0.346530221,27.5625,11332,3.706728168,-39.66760743,63.49229888,31.84640996,-39.06837887,99.06454157
17.894,0.222733054,0.191828479,-0.325823328,27.5625,11333,3.707570694,-39.66738785,63.4918964,31.84665031,-39.06808954,99.06384851
17.896,0.29765842,0.246853111,-0.297683191,27.5625,11334,3.708521836,-39.66704481,63.49154036,31.84709578,-39.06770589,99.06319687
17.898,0.346545893,0.303449875,-0.262640757,27.5625,11335,3.709520679,-39.66657184,63.49124015,31.8476911,-39.06721218,99.0626015
17.9,0.361424689,0.345897448,-0.227598323,27.5625,11336,3.710500719,-39.66599717,63.49099341,31.84838419,-39.06660528,99.06207622
17.902,0.333792639,0.375767963,-0.197865348,27.5625,11337,3.711384948,-39.66534848,63.490791,31.84910704,-39.06591349,99.06162102
17.904,0.279591311,0.35637833,-0.213262781,27.5625,11338,3.712182177,-39.66474594,63.490565,31.84977462,-39.06516195,99.06122529
17.906,0.213168114,0.310262449,-0.231845891,27.5625,11339,3.712874833,-39.66424443,63.49030669,31.85033381,-39.06444919,99.06079877
17.908,0.12602088,0.272007228,-0.262640757,27.5625,11340,3.713435957,-39.66383418,63.49000126,31.85076014,-39.06382867,99.06033507
17.91,0.022400694,0.26205039,-0.308302111,27.5625,11341,3.713848232,-39.66346589,63.48963382,31.85101218,-39.06328465,99.05980979
17.912,-0.071654552,0.262574434,-0.349184951,27.5625,11342,3.714123661,-39.66311636,63.48921244,31.85105699,-39.06276055,99.05919319
17.914,-0.177400281,0.266766787,-0.37042279,27.5625,11343,3.714213808,-39.66276873,63.48876369,31.85091368,-39.0622354,99.05849482
17.916,-0.293773721,0.261002302,-0.374670357,27.5625,11344,3.714077156,-39.66243466,63.48830836,31.85055888,-39.06170187,99.05775397
17.918,-0.416523788,0.241088626,-0.351308735,27.5625,11345,3.71366781,-39.66212902,63.48788055,31.84997133,-39.06117987,99.05700463
17.92,-0.557340964,0.193924655,-0.314673462,27.5625,11346,3.712935901,-39.66189979,63.48749321,31.84913828,-39.06069769,99.05630202
17.922,-0.706128924,0.115842082,-0.259986027,27.5625,11347,3.711846145,-39.66179991,63.487165,31.8480236,-39.06030984,99.05567267
17.924,-0.858636583,0.01994201,-0.205829538,27.5625,11348,3.710393679,-39.66186522,63.48689223,31.84661134,-39.06007816,99.0551527
17.926,-1.003173459,-0.07805424,-0.158575346,27.5625,11349,3.708603329,-39.66210325,63.48666543,31.84489407,-39.06003827,99.05474104
17.928,-1.14345925,-0.167665783,-0.106542641,27.5625,11350,3.706476691,-39.66249493,63.48649235,31.84288772,-39.06019438,99.05442389
17.93,-1.26939763,-0.239459827,-0.070969261,27.5625,11351,3.704061202,-39.66301268,63.48635425,31.8406008,-39.06052971,99.0542108
17.932,-1.379925829,-0.288719973,-0.036988718,27.5625,11352,3.701387257,-39.66361228,63.48625282,31.83806201,-39.06100863,99.05406886
17.934,-1.47823216,-0.316494311,-0.018936555,27.5625,11353,3.698496989,-39.66425859,63.48617062,31.83530216,-39.06158607,99.05399489
17.936,-1.556877224,-0.328547326,-0.006193852,27.5625,11354,3.695434696,-39.66492277,63.4861033,31.83234569,-39.06221906,99.05395701
17.938,-1.616392408,-0.323306885,-0.008848582,27.5625,11355,3.692256117,-39.66557779,63.48603338,31.82923194,-39.06287615,99.05394462
17.94,-1.657840483,-0.296056591,-0.024776961,27.5625,11356,3.689011696,-39.66618615,63.48594702,31.82599915,-39.06352277,99.05392693
17.942,-1.684941147,-0.2640899,-0.041767232,27.5625,11357,3.685730963,-39.66673894,63.48584358,31.82268347,-39.06411488,99.05387737
17.944,-1.681752834,-0.233171297,-0.055571827,27.5625,11358,3.682470613,-39.66723672,63.4857271,31.81931359,-39.06464306,99.05379384
17.946,-1.638179217,-0.222690415,-0.084773856,27.5625,11359,3.679332925,-39.66772775,63.4855738,31.81595008,-39.0651094,99.0536827
17.948,-1.545186742,-0.2284549,-0.134151831,27.5625,11360,3.676443791,-39.66825425,63.48535429,31.81267373,-39.06555478,99.05351315
17.95,-1.432001615,-0.244176224,-0.177158455,27.5625,11361,3.673836657,-39.66883299,63.48507533,31.80958335,-39.06601169,99.05324484
17.952,-1.326255886,-0.278239091,-0.173441833,27.5625,11362,3.671439951,-39.66947793,63.48479565,31.80671935,-39.06650005,99.05289053
17.954,-1.225824013,-0.323830929,-0.139992237,27.5625,11363,3.669206949,-39.67019765,63.48455262,31.80406684,-39.06705653,99.05254364
17.956,-1.126986297,-0.383571958,-0.095923721,27.5625,11364,3.667122631,-39.67101523,63.48435794,31.80161519,-39.06770419,99.05226366
17.958,-1.035587979,-0.453793869,-0.027431691,27.5625,11365,3.665142571,-39.67193974,63.48424218,31.79936122,-39.06847133,99.05207181
17.96,-0.984043578,-0.538164971,0.094685883,27.5625,11366,3.663121243,-39.67297337,63.4842739,31.79729004,-39.06937892,99.05201695
17.962,-0.963319541,-0.58637703,0.240696026,27.5625,11367,3.660963175,-39.67403235,63.4844907,31.79532195,-39.07045525,99.05220632
17.964,-0.944721046,-0.529256221,0.371308736,27.5625,11368,3.658672276,-39.67491389,63.48488973,31.79339531,-39.071628,99.05268771
17.966,-0.916026225,-0.346364826,0.466348065,27.5625,11369,3.656300091,-39.67538423,63.48544479,31.79150587,-39.07268651,99.05343033
17.968,-0.870858452,-0.109496886,0.52634496,27.5625,11370,3.653917877,-39.67535263,63.48611845,31.78967382,-39.07337924,99.05436303
17.97,-0.821970979,0.114793994,0.557139826,27.5625,11371,3.651571101,-39.67485838,63.48686994,31.7879321,-39.07359824,99.05541572
17.972,-0.769363807,0.265194655,0.586341855,27.5625,11372,3.649277051,-39.67404973,63.48768489,31.78628816,-39.07336865,99.05652999
17.974,-0.70666031,0.316550978,0.607579694,27.5625,11373,3.647076398,-39.67312823,63.48853636,31.78474943,-39.07283826,99.05770268
17.976,-0.633860487,0.282488111,0.633065101,27.5625,11374,3.644993027,-39.67226231,63.48941582,31.78333611,-39.07220516,99.05891784
17.978,-0.555746808,0.196020832,0.658550507,27.5625,11375,3.643043084,-39.67155656,63.49031464,31.78206839,-39.07164018,99.06018397
17.98,-0.476038972,0.090163921,0.690407266,27.5625,11376,3.641223793,-39.67104659,63.49123805,31.7809569,-39.07124814,99.06150107
17.982,-0.38623481,-0.002591887,0.712176051,27.5625,11377,3.639566608,-39.67071115,63.49217489,31.78000482,-39.07106781,99.06288188
17.984,-0.300681733,-0.052376078,0.744563755,27.5625,11378,3.63804517,-39.6704593,63.49314631,31.77923235,-39.071073,99.06430624
17.986,-0.22788191,-0.064953137,0.773234838,27.5625,11379,3.636634714,-39.6702186,63.49415352,31.77863099,-39.07117775,99.06579536
17.988,-0.17155504,-0.052900122,0.819427137,27.5625,11380,3.635277726,-39.66993136,63.49522375,31.77817522,-39.07130766,99.06734183
17.99,-0.144985761,-0.036654755,0.883140654,27.5625,11381,3.633892276,-39.6695807,63.49638083,31.77783211,-39.07141346,99.06898069
17.992,-0.135952206,-0.040847108,0.9760562,27.5625,11382,3.632408823,-39.66919321,63.49765997,31.77754214,-39.07148677,99.07074697
17.994,-0.167303955,-0.058140563,1.071626475,27.5625,11383,3.630744656,-39.66879373,63.49906251,31.77727024,-39.07156846,99.07269908
17.996,-0.232132995,-0.082246593,1.182594183,27.5625,11384,3.62881424,-39.66838837,63.50060767,31.77693563,-39.07168474,99.07484233
17.998,-0.328845169,-0.120501813,1.288783378,27.5625,11385,3.626561305,-39.66800767,63.50228679,31.77647136,-39.07184923,99.07720752
18,-0.450532465,-0.145131886,1.386477437,27.5625,11386,3.623945144,-39.66762854,63.50409088,31.77581367,-39.07209024,99.07978509
18.002,-0.59028687,-0.164521518,1.475145415,27.5625,11387,3.620940413,-39.66724489,63.50600886,31.77491261,-39.0723805,99.08255804
18.004,-0.737480673,-0.178670709,1.53514231,27.5625,11388,3.617567659,-39.66686017,63.50800369,31.77373203,-39.07270954,99.08550833
18.006,-0.874046765,-0.193343945,1.564344339,27.5625,11389,3.61388682,-39.66649041,63.51003461,31.77225707,-39.07306689,99.08857862
18.008,-0.996796832,-0.221642327,1.559565825,27.5625,11390,3.60996956,-39.6661793,63.5120545,31.77050898,-39.07345357,99.09170731
18.01,-1.099354247,-0.27561887,1.520806769,27.5625,11391,3.605901535,-39.66599464,63.51401429,31.76851539,-39.07389686,99.09482644
18.012,-1.174279613,-0.345316737,1.461871766,27.5625,11392,3.60176491,-39.66597764,63.51588481,31.76631668,-39.0744481,99.09786805
18.014,-1.219447386,-0.428115707,1.385946491,27.5625,11393,3.597641823,-39.66616272,63.51764152,31.76396812,-39.07513873,99.1007918
18.016,-1.259301304,-0.515631074,1.298871352,27.5625,11394,3.593557323,-39.66656476,63.51926897,31.76152922,-39.07599496,99.10356369
18.018,-1.277368414,-0.601050265,1.193744049,27.5625,11395,3.589577344,-39.66718837,63.52074372,31.75901062,-39.07702622,99.10616143
18.02,-1.291715824,-0.665507691,1.087554854,27.5625,11396,3.58570844,-39.66799226,63.52206782,31.75645588,-39.07822832,99.10854892
18.022,-1.294372752,-0.712147617,0.977118092,27.5625,11397,3.581977435,-39.66894297,63.52323858,31.75387245,-39.07955934,99.11072403
18.024,-1.293841366,-0.73415747,0.875707411,27.5625,11398,3.578376821,-39.66998696,63.52427195,31.75128371,-39.08098363,99.11267827
18.026,-1.289590282,-0.734681514,0.779606189,27.5625,11399,3.574905148,-39.67107877,63.52517842,31.74869602,-39.08245195,99.11442968
