time,x_omega,y_omega,z_omega,temp,index,x_angle_1,y_angle_1,z_angle_1,x_angle_2,y_angle_2,z_angle_2
10.942,-0.499951323,0.589053917,-2.628536016,27.5,7857,3.035025574,-40.03328168,63.15115827,30.86985453,-39.34068465,98.57839181
10.944,-0.476570358,0.517259873,-2.503763712,27.5,7858,3.037203736,-40.03351257,63.14785782,30.86885462,-39.33950654,98.57313473
10.946,-0.428745656,0.405638477,-2.342887082,27.5,7859,3.039284046,-40.03388538,63.14475809,30.86790148,-39.33847202,98.56812721
10.948,-0.363916616,0.305546051,-2.164489235,27.5,7860,3.0412773,-40.03436831,63.14188427,30.86704399,-39.33766074,98.56344143
10.95,-0.266673057,0.229035611,-1.972286792,27.5,7861,3.043228731,-40.03490736,63.13925823,30.86631616,-39.33704965,98.55911245
10.952,-0.165709798,0.196020832,-1.786986648,27.5,7862,3.045150607,-40.03541914,63.13687678,30.86578281,-39.33659158,98.55516788
10.954,-0.067934853,0.18816017,-1.6085888,27.5,7863,3.047043008,-40.03585691,63.13473414,30.86545139,-39.33619954,98.55159391
10.956,0.008584669,0.181347597,-1.442933657,27.5,7864,3.048879426,-40.036225,63.13281338,30.86531552,-39.33582322,98.54837673
10.958,0.058003527,0.163006053,-1.28683554,27.5,7865,3.05061876,-40.03655125,63.13110006,30.86533269,-39.33546052,98.54549086
10.96,0.086166963,0.113221862,-1.140825398,27.5,7866,3.052234061,-40.03690355,63.12957626,30.8654487,-39.33513451,98.54291719
10.962,0.100514373,0.026230539,-1.002248498,27.5,7867,3.053710425,-40.03735995,63.12822681,30.86562103,-39.33490807,98.54063554
10.964,0.101577144,-0.08696299,-0.8833166,27.5,7868,3.055048499,-40.03798267,63.12702164,30.86582206,-39.33485561,98.53863104
10.966,0.094137746,-0.222690415,-0.793055785,27.5,7869,3.056269606,-40.03883111,63.12591901,30.86602522,-39.33502953,98.53686441
10.968,0.076070637,-0.358941884,-0.73571362,27.5,7870,3.057394231,-40.03992286,63.12487453,30.86621349,-39.33547491,98.5352783
10.97,0.04684443,-0.477375854,-0.724563754,27.5,7871,3.058456972,-40.04124553,63.12382848,30.86636563,-39.3361928,98.53380687
10.972,0.018149609,-0.565415265,-0.730935106,27.5,7872,3.05947837,-40.04274722,63.1227615,30.86645932,-39.33714755,98.53235774
10.974,-0.020110152,-0.605766662,-0.777658352,27.5,7873,3.060486144,-40.04435295,63.1216259,30.86649562,-39.33827838,98.53089587
10.976,-0.054650214,-0.6157235,-0.851990788,27.5,7874,3.061519999,-40.04601587,63.12038873,30.8664554,-39.33948991,98.52934056
10.978,-0.093972746,-0.591093427,-0.942251603,27.5,7875,3.062587462,-40.0476749,63.11903335,30.8663461,-39.34072136,98.52763657
10.98,-0.133295278,-0.55336225,-1.022424445,27.5,7876,3.063674595,-40.0492988,63.11757516,30.86615815,-39.34190355,98.52575207
10.982,-0.180588594,-0.504626148,-1.058528772,27.5,7877,3.064708636,-40.05084349,63.11607502,30.86589156,-39.34301027,98.52370722
10.984,-0.244886248,-0.456938134,-1.030919581,27.5,7878,3.065574925,-40.05227905,63.11461861,30.86553039,-39.34401952,98.52159017
10.986,-0.308652517,-0.421303134,-0.947030117,27.5,7879,3.066204264,-40.05360133,63.11328006,30.86504061,-39.3449334,98.51952833
10.988,-0.385172039,-0.405057766,-0.805798488,27.5,7880,3.066500184,-40.05482027,63.11213394,30.86442331,-39.345776,98.51763427
10.99,-0.453720778,-0.406629899,-0.625807803,27.5,7881,3.06643107,-40.055952,63.11122999,30.86365296,-39.34658612,98.51602267
10.992,-0.521738131,-0.430735928,-0.435729144,27.5,7882,3.06598719,-40.05703648,63.1105787,30.86274552,-39.34739938,98.51477105
10.994,-0.573282532,-0.470039236,-0.23450062,27.5,7883,3.065188698,-40.05809844,63.11019299,30.86170205,-39.34826085,98.51389959
10.996,-0.610479522,-0.50357806,-0.060881287,27.5,7884,3.064098743,-40.05914023,63.1100365,30.86055548,-39.34920093,98.51343059
10.998,-0.628015245,-0.513534898,0.071324261,27.5,7885,3.062807011,-40.06013553,63.11005676,30.85933452,-39.35020809,98.51330883
11,-0.60463428,-0.492049089,0.15308994,27.5,7886,3.06145644,-40.06104687,63.11019021,30.85807849,-39.35123516,98.51345148
11.002,-0.54830741,-0.458510266,0.187601429,27.5,7887,3.060171741,-40.06187389,63.11037487,30.85686922,-39.35221925,98.51375766
11.004,-0.457440477,-0.417110781,0.186539537,27.5,7888,3.059066388,-40.06261876,63.11056389,30.85577261,-39.35313628,98.51413286
11.006,-0.333627639,-0.384620046,0.1583994,27.5,7889,3.058241404,-40.06331287,63.11071956,30.85485773,-39.3539705,98.51450594
11.008,-0.183776908,-0.365230414,0.115923722,27.5,7890,3.057768219,-40.06398958,63.11082071,30.85419047,-39.35473974,98.51482274
11.01,-0.012670754,-0.355273576,0.055926827,27.5,7891,3.057712409,-40.06467654,63.11084243,30.85382292,-39.3554702,98.51505459
11.012,0.164812027,-0.367850634,-0.017343717,27.5,7892,3.058105585,-40.06542541,63.11076366,30.85379758,-39.35618074,98.51516644
11.014,0.357173604,-0.380951737,-0.081057234,27.5,7893,3.058965447,-40.06623245,63.11059721,30.8541272,-39.35691645,98.51513175
11.016,0.55325488,-0.404009678,-0.128842372,27.5,7894,3.060280146,-40.06710955,63.11036313,30.85484155,-39.35767835,98.51496964
11.018,0.754650011,-0.42339931,-0.155920616,27.5,7895,3.062033741,-40.06803895,63.11008982,30.85594806,-39.35848637,98.51471195
11.02,0.97676918,-0.433356149,-0.159106292,27.5,7896,3.064236546,-40.06898984,63.10981079,30.85745736,-39.35933317,98.51440011
11.022,1.202076663,-0.435976369,-0.159637238,27.5,7897,3.066890922,-40.06994622,63.10953062,30.8594109,-39.36019988,98.5140819
11.024,1.438011856,-0.434928281,-0.156451562,27.5,7898,3.070013087,-40.07089889,63.10925483,30.86181505,-39.36107183,98.51376263
11.026,1.689888617,-0.430211884,-0.160168184,27.5,7899,3.073643354,-40.071844,63.10897461,30.86469107,-39.36194169,98.51344972
11.028,1.946016463,-0.428639751,-0.177158455,27.5,7900,3.077807355,-40.07279448,63.10867164,30.86807085,-39.36280211,98.51312939
11.03,2.204801236,-0.425495487,-0.219103187,27.5,7901,3.082541927,-40.0737597,63.10831248,30.87196288,-39.36365939,98.51277507
11.032,2.446050285,-0.437548501,-0.273259677,27.5,7902,3.087828889,-40.07477615,63.10787854,30.87637249,-39.36451038,98.51233686
11.034,2.672420539,-0.458510266,-0.325292382,27.5,7903,3.093636623,-40.07586052,63.10737139,30.88126459,-39.36538548,98.51179034
11.036,2.871690128,-0.486284604,-0.382634547,27.5,7904,3.099918318,-40.07702906,63.1067829,30.88660943,-39.3663025,98.51113976
11.038,3.056612307,-0.499385707,-0.436791036,27.5,7905,3.106639938,-40.07825087,63.10611939,30.89235281,-39.36727507,98.51037449
11.04,3.225061533,-0.49466931,-0.494664148,27.5,7906,3.11377166,-40.07949218,63.10537836,30.89846603,-39.36827384,98.50950091
11.042,3.37544365,-0.465846884,-0.566341854,27.5,7907,3.121292697,-40.08071177,63.10454462,30.90491616,-39.36926318,98.50851158
11.044,3.508290042,-0.435452325,-0.64332902,27.5,7908,3.129174593,-40.08190911,63.10361123,30.91166704,-39.37019487,98.5073789
11.046,3.610847458,-0.394576884,-0.718192402,27.5,7909,3.13735313,-40.08306218,63.10258257,30.91868362,-39.37106578,98.50609224
11.048,3.694806378,-0.366802546,-0.805798488,27.5,7910,3.145808518,-40.0842035,63.10143959,30.92590532,-39.37185493,98.50465585
11.05,3.763886502,-0.34060034,-0.890218898,27.5,7911,3.154507123,-40.08533456,63.10018637,30.93329493,-39.37258854,98.50304426
11.052,3.811711204,-0.322258796,-0.976763092,27.5,7912,3.163409887,-40.0864721,63.09881891,30.9408227,-39.37326974,98.50126382
11.054,3.855816206,-0.2997249,-1.062776339,27.5,7913,3.172508337,-40.08760743,63.09733853,30.94844613,-39.37391426,98.49931029
11.056,3.888230726,-0.263041812,-1.142418235,27.5,7914,3.181769703,-40.08870907,63.09575588,30.95615776,-39.37451371,98.49718474
11.058,3.911611691,-0.213257621,-1.217281618,27.5,7915,3.191168633,-40.08974845,63.09407931,30.96393422,-39.37503979,98.4948999
11.06,3.941900669,-0.133602916,-1.274092837,27.5,7916,3.200693194,-40.09065685,63.09233757,30.97175744,-39.3754663,98.49246534
11.062,3.958905007,-0.017265122,-1.337275408,27.5,7917,3.210321436,-40.09136417,63.09052747,30.97964125,-39.37573351,98.48991715
11.064,3.972189646,0.138375979,-1.398865141,27.5,7918,3.220040132,-40.09179112,63.08865703,30.98755906,-39.37576804,98.4872426
11.066,3.988662599,0.327555904,-1.454614468,27.5,7919,3.229844972,-40.09186777,63.0867392,30.99550343,-39.37549129,98.48444487
11.068,4.00779248,0.499442373,-1.500275822,27.5,7920,3.239729972,-40.09162359,63.08478521,31.00348076,-39.37483618,98.48153564
11.07,4.022671276,0.596914579,-1.518327985,27.5,7921,3.249658499,-40.09119341,63.08282145,31.01149634,-39.37383729,98.47853509
11.072,4.02213989,0.581193255,-1.49921393,27.5,7922,3.259563206,-40.09078474,63.08088135,31.01954169,-39.37264346,98.47549844
11.074,3.993976455,0.480052741,-1.45833109,27.5,7923,3.269369326,-40.09055732,63.07898153,31.02758597,-39.37148108,98.47250001
11.076,3.94774591,0.314454801,-1.395679465,27.5,7924,3.279019278,-40.09062906,63.07714164,31.03557392,-39.37052097,98.46958335
11.078,3.906829221,0.122654656,-1.307542433,27.5,7925,3.288493867,-40.09103964,63.075392,31.04346941,-39.36989206,98.46679199
11.08,3.855284821,-0.048707769,-1.20772459,27.5,7926,3.297755081,-40.09174249,63.07375125,31.05128307,-39.36964675,98.4641769
11.082,3.777171142,-0.172906224,-1.115870937,27.5,7927,3.306755413,-40.09264745,63.07221563,31.05899364,-39.36974417,98.46176145
11.084,3.680458968,-0.236315562,-1.025079175,27.5,7928,3.315453135,-40.09363371,63.07079279,31.06654798,-39.37008998,98.45952971
11.086,3.549206731,-0.233695341,-0.956587145,27.5,7929,3.323801122,-40.09458054,63.0694626,31.0739089,-39.37056261,98.45747955
11.088,3.39457353,-0.175526445,-0.899244979,27.5,7930,3.331761343,-40.09538259,63.06821847,31.08100731,-39.37103,98.45556638
11.09,3.229844003,-0.092727475,-0.850928896,27.5,7931,3.339322631,-40.0959952,63.06705202,31.08779646,-39.37138105,98.45376789
11.092,3.049172909,-0.017265122,-0.821195921,27.5,7932,3.346477431,-40.09644225,63.06593713,31.09425615,-39.37156651,98.45206603
11.094,2.861593802,0.025706495,-0.799427136,27.5,7933,3.353225219,-40.09679257,63.06485815,31.10035449,-39.37160104,98.45042364
11.096,2.677203009,0.049812524,-0.801019974,27.5,7934,3.359603971,-40.09709544,63.06378069,31.10607768,-39.37154963,98.44882479
11.098,2.50184577,0.036711421,-0.824912543,27.5,7935,3.365663834,-40.09743617,63.06266896,31.11143209,-39.37145,98.44722275
11.1,2.349338111,-0.003115931,-0.864733491,27.5,7936,3.37147346,-40.09787602,63.06149735,31.11643578,-39.37137658,98.44557292
11.102,2.219148646,-0.059712696,-0.925792278,27.5,7937,3.377106244,-40.09845897,63.06023459,31.12113446,-39.37138281,98.44384345
11.104,2.11552846,-0.111593063,-0.997469985,27.5,7938,3.382628429,-40.09918085,63.05886703,31.12557275,-39.37150224,98.44199187
11.106,2.03156954,-0.130458651,-1.075519043,27.5,7939,3.388084219,-40.09997888,63.05739112,31.12980381,-39.37172542,98.43999693
11.108,1.972054356,-0.092727475,-1.150382425,27.5,7940,3.39351283,-40.10073847,63.0558199,31.13386695,-39.37198634,98.43784589
11.11,1.944422306,-0.012548725,-1.197636617,27.5,7941,3.398938595,-40.10136119,63.05419721,31.13781106,-39.37217179,98.43554513
11.112,1.933794594,0.095404362,-1.223652969,27.5,7942,3.404365643,-40.1017811,63.05255607,31.1416999,-39.37219689,98.43314985
11.114,1.927949353,0.214362376,-1.203477022,27.5,7943,3.409743488,-40.10195337,63.0509606,31.14556749,-39.37200608,98.43070255
11.116,1.935920137,0.316026934,-1.156222831,27.5,7944,3.415066904,-40.10189917,63.04944474,31.14942339,-39.37157736,98.42829559
11.118,1.938577065,0.379960316,-1.105782963,27.5,7945,3.420324935,-40.10169226,63.04800698,31.15329523,-39.3709453,98.42598315
11.12,1.93910845,0.402494212,-1.052688366,27.5,7946,3.425514072,-40.101414,63.04664446,31.15717238,-39.37018538,98.42377158
11.122,1.932200438,0.38310458,-1.027202959,27.5,7947,3.430658859,-40.10116173,63.04531338,31.1610506,-39.3693804,98.4216662
11.124,1.903505617,0.347469581,-1.020831607,27.5,7948,3.43574175,-40.10097733,63.04398538,31.164915,-39.36861419,98.4196118
11.126,1.845053204,0.310262449,-1.034636203,27.5,7949,3.44072914,-40.1008739,63.04263295,31.16872201,-39.36791925,98.41757014
11.128,1.761094284,0.253665684,-1.069147691,27.5,7950,3.445598415,-40.10090035,63.04122506,31.17241212,-39.36729872,98.41550086
11.13,1.646315,0.171914803,-1.123835126,27.5,7951,3.450316255,-40.10111686,63.03973049,31.17593431,-39.36679139,98.41336257
11.132,1.512937222,0.029898848,-1.224714861,27.5,7952,3.454910568,-40.1016665,63.03807731,31.17922694,-39.36644756,98.4111149
11.134,1.335985827,-0.18129093,-1.333558786,27.5,7953,3.459311474,-40.10269127,63.03624377,31.18225281,-39.36638776,98.40866547
11.136,1.137779008,-0.359989973,-1.414262574,27.5,7954,3.463437348,-40.10411244,63.03427287,31.18492478,-39.36675035,98.40599835
11.138,0.947011588,-0.507246368,-1.49921393,27.5,7955,3.467305375,-40.10586933,63.03216375,31.18720034,-39.36747033,98.40316982
11.14,0.775905434,-0.628824603,-1.591067583,27.5,7956,3.470961148,-40.10791406,63.02991105,31.18909437,-39.36848482,98.4001714
11.142,0.609050365,-0.720008279,-1.678673669,27.5,7957,3.474404717,-40.11018387,63.02752526,31.19064618,-39.36974247,98.39698926
11.144,0.448571922,-0.802807248,-1.743449078,27.5,7958,3.477618882,-40.11265077,63.02503846,31.19186428,-39.37118248,98.39363191
11.146,0.311474445,-0.862024233,-1.794419891,27.5,7959,3.480630409,-40.11526088,63.02247302,31.19276142,-39.3727881,98.39014502
11.148,0.199352089,-0.905519895,-1.827338542,27.5,7960,3.483464613,-40.11797394,63.01985578,31.19338437,-39.37451215,98.38655618
11.15,0.12602088,-0.941678939,-1.828931379,27.5,7961,3.486158326,-40.12075988,63.01723021,31.19378307,-39.37632319,98.3829015
11.152,0.070225395,-0.994607394,-1.792827053,27.5,7962,3.488700175,-40.12363361,63.0146446,31.19403512,-39.37820654,98.37924364
11.154,0.041530575,-1.066925482,-1.708406643,27.5,7963,3.491084599,-40.12661009,63.01216118,31.19417557,-39.38019576,98.37565798
11.156,0.031434249,-1.138195481,-1.565582176,27.5,7964,3.493274011,-40.12965847,63.00985908,31.19425863,-39.38232961,98.37224117
11.158,0.045250274,-1.213657833,-1.397803249,27.5,7965,3.495284714,-40.13277485,63.00777145,31.1943215,-39.384606,98.36911
11.16,0.090949433,-1.288596142,-1.199760401,27.5,7966,3.497141664,-40.13594331,63.00593933,31.194412,-39.38703332,98.3663144
11.162,0.154184316,-1.352529523,-0.982072551,27.5,7967,3.498853607,-40.13913223,63.00439111,31.1945939,-39.38961051,98.36391488
11.164,0.239737393,-1.409126288,-0.736244566,27.5,7968,3.500428352,-40.14231311,63.0031661,31.19490226,-39.39231557,98.36195073
11.166,0.323164927,-1.469391361,-0.48776185,27.5,7969,3.501858541,-40.14549198,63.00226738,31.19538174,-39.39513382,98.36047824
11.168,0.398621679,-1.525464081,-0.246181432,27.5,7970,3.50313654,-40.14866387,63.00168634,31.19602807,-39.3980726,98.35950272
11.17,0.463982104,-1.596210036,-0.028493583,27.5,7971,3.504274156,-40.15186983,63.00138837,31.19682531,-39.40112353,98.35901036
11.172,0.516589275,-1.66800408,0.161585076,27.5,7972,3.50528125,-40.15512554,63.001336,31.19775328,-39.40431595,98.35895337
11.174,0.557505964,-1.718312315,0.3166213,27.5,7973,3.506177009,-40.15840535,63.00148527,31.19878646,-39.40765196,98.35927654
11.176,0.588857713,-1.696302462,0.476436038,27.5,7974,3.506928673,-40.16156255,63.00185427,31.19990147,-39.41108858,98.35990978
11.178,0.613832835,-1.601450477,0.626162803,27.5,7975,3.507528831,-40.16445667,63.00244103,31.20107918,-39.41448119,98.36086265
11.18,0.65528091,-1.431660185,0.771111054,27.5,7976,3.508008765,-40.16694047,63.00325112,31.20230685,-39.41768409,98.36211498
11.182,0.720109949,-1.221518495,0.896414304,27.5,7977,3.508436191,-40.16894307,63.00426442,31.20361741,-39.42054741,98.3636572
11.184,0.824792907,-0.980982247,1.010567688,27.5,7978,3.508901938,-40.17040928,63.00547071,31.20505763,-39.42299045,98.36545003
11.186,0.958702071,-0.749354749,1.102952287,27.5,7979,3.509493253,-40.17136761,63.0068391,31.20670722,-39.42495241,98.36747117
11.188,1.112272501,-0.543405412,1.179939454,27.5,7980,3.510271834,-40.17187692,63.00834461,31.20862462,-39.42645112,98.36967707
11.19,1.291349439,-0.389860487,1.240998241,27.5,7981,3.511314513,-40.17204965,63.00995729,31.21084917,-39.42753793,98.37203695
11.192,1.489024871,-0.284003576,1.299402298,27.5,7982,3.512666824,-40.17198234,63.01166588,31.21343186,-39.42831765,98.37451895
11.194,1.698390786,-0.23736365,1.359399193,27.5,7983,3.514356235,-40.17179243,63.01346302,31.21640991,-39.42888566,98.37711775
11.196,1.912539172,-0.230551077,1.423643656,27.5,7984,3.516390994,-40.17155733,63.01534807,31.2198067,-39.42936039,98.37983655
11.198,2.110214604,-0.257277326,1.482047713,27.5,7985,3.518749105,-40.1713469,63.0173077,31.22363177,-39.42982149,98.38268384
11.2,2.29194847,-0.293960414,1.559565825,27.5,7986,3.521375244,-40.17117161,63.01936617,31.2278522,-39.43033604,98.38564793
11.202,2.442861972,-0.332215635,1.633898261,27.5,7987,3.524212013,-40.17103619,63.02151887,31.2324361,-39.43092397,98.38876706
11.204,2.566143424,-0.350557179,1.708230697,27.5,7988,3.527202083,-40.1709009,63.02376898,31.23732182,-39.4315884,98.39203486
11.206,2.661792827,-0.347936958,1.755484889,27.5,7989,3.530322687,-40.17073723,63.02608323,31.24245411,-39.43228951,98.39545132
11.208,2.731935723,-0.32016262,1.766103809,27.5,7990,3.533567106,-40.170513,63.0284161,31.2477777,-39.43298539,98.39896229
11.21,2.776040725,-0.263565856,1.723097185,27.5,7991,3.536948924,-40.17019707,63.03069972,31.25324157,-39.43362571,98.4024945
11.212,2.78985675,-0.191247768,1.624341234,27.5,7992,3.540477304,-40.16978546,63.03286128,31.25879365,-39.43415284,98.40594069
11.214,2.777103496,-0.109496886,1.482047713,27.5,7993,3.544153857,-40.16928076,63.03484346,31.26437336,-39.43453534,98.40918938
11.216,2.736718193,-0.049755857,1.296216622,27.5,7994,3.547981351,-40.16874829,63.03658389,31.26992757,-39.43475433,98.41215347
11.218,2.677734394,-0.038226887,1.09074053,27.5,7995,3.551952767,-40.16829392,63.03804826,31.27540101,-39.43485384,98.4147459
11.22,2.599620715,-0.085914901,0.880485924,27.5,7996,3.556042156,-40.16803817,63.03922055,31.28075647,-39.4349303,98.41692739
11.222,2.495469143,-0.198060342,0.670762265,27.5,7997,3.560203528,-40.1681094,63.04009104,31.28595572,-39.43510213,98.41868836
11.224,2.370593534,-0.34950909,0.481214552,27.5,7998,3.564373756,-40.16857613,63.04068058,31.29094665,-39.43549825,98.42002988
11.226,2.221274189,-0.511962766,0.309719003,27.5,7999,3.568482043,-40.16945142,63.04101176,31.29568784,-39.43619727,98.42099231
11.228,2.06026436,-0.639305485,0.150966157,27.5,8000,3.572485061,-40.17065888,63.04110747,31.30013039,-39.43722119,98.42161175
11.23,1.872153868,-0.718436146,-0.00513196,27.5,8001,3.576320193,-40.17210096,63.04097912,31.30425092,-39.4384998,98.42191368
11.232,1.680855062,-0.73677769,-0.146363589,27.5,8002,3.579955663,-40.17364898,63.0406567,31.30799523,-39.43993667,98.42190342
11.234,1.474677461,-0.696950338,-0.269543055,27.5,8003,3.583332484,-40.17517796,63.04017413,31.31135694,-39.44141023,98.42161069
11.236,1.258934919,-0.615199456,-0.375732249,27.5,8004,3.586405343,-40.17659586,63.03956124,31.31430629,-39.44280413,98.4210716
11.238,1.035752979,-0.511438721,-0.451657524,27.5,8005,3.589118255,-40.17784389,63.03886258,31.31682416,-39.44403453,98.42032014
11.24,0.799817785,-0.40296159,-0.494133202,27.5,8006,3.591402337,-40.1788962,63.03812419,31.31889567,-39.44505741,98.41941682
11.242,0.564945362,-0.317542399,-0.494664148,27.5,8007,3.593208379,-40.17977825,63.03739902,31.3204953,-39.44586333,98.41842856
11.244,0.342294808,-0.258325415,-0.469709687,27.5,8008,3.594530917,-40.18052984,63.03671727,31.32162519,-39.44649841,98.41743923
11.246,0.15365293,-0.239983871,-0.4086509,27.5,8009,3.595396007,-40.18121484,63.03612108,31.32230978,-39.44701507,98.41649981
11.248,-0.002574428,-0.2640899,-0.327416166,27.5,8010,3.595847102,-40.1819081,63.03563076,31.32261709,-39.44749503,98.41568251
11.25,-0.116822326,-0.33798012,-0.23715535,27.5,8011,3.595961857,-40.18270457,63.03525036,31.32261194,-39.44802321,98.41502768
11.252,-0.191216306,-0.43859659,-0.144239805,27.5,8012,3.595819398,-40.18365628,63.03497909,31.3223783,-39.44869917,98.41455337
11.254,-0.23266438,-0.561222912,-0.055571827,27.5,8013,3.595493385,-40.18480926,63.03480761,31.32199586,-39.44957637,98.41426489
11.256,-0.243823477,-0.690137764,0.030972367,27.5,8014,3.595047772,-40.1861771,63.03473202,31.32153053,-39.45069881,98.41415374
11.258,-0.254982574,-0.827961366,0.103181019,27.5,8015,3.594501868,-40.18778461,63.03473149,31.32104289,-39.45207909,98.41421569
11.26,-0.253919803,-0.9495396,0.173796833,27.5,8016,3.593880423,-40.18960014,63.03480654,31.32053292,-39.45373501,98.41442205
11.262,-0.253919803,-1.039675188,0.223705755,27.5,8017,3.593204515,-40.19157108,63.03493433,31.32002508,-39.45563409,98.41476964
11.264,-0.264016129,-1.102560481,0.265650487,27.5,8018,3.592461265,-40.19364695,63.03510859,31.31951724,-39.45771344,98.41521705
11.266,-0.290054022,-1.145008055,0.301223867,27.5,8019,3.591624785,-40.19579008,63.03532406,31.31898921,-39.45991856,98.41574836
11.268,-0.330970711,-1.164397687,0.319806976,27.5,8020,3.590684652,-40.19796278,63.03556154,31.3184091,-39.46220858,98.4163508
11.27,-0.383046497,-1.164397687,0.309188057,27.5,8021,3.589653935,-40.20014068,63.03578472,31.31774716,-39.46453737,98.41699042
11.272,-0.430339813,-1.146056143,0.274145622,27.5,8022,3.588571581,-40.20229915,63.03596356,31.31698107,-39.46686617,98.41760879
11.274,-0.4786959,-1.10622879,0.231138999,27.5,8023,3.587443408,-40.20439924,63.03609082,31.31612039,-39.46915828,98.41815708
11.276,-0.523863673,-1.061160996,0.183884807,27.5,8024,3.586280694,-40.20643257,63.03616158,31.315163,-39.47137074,98.41861936
11.278,-0.558403736,-0.995131438,0.127073588,27.5,8025,3.585114746,-40.208362,63.03616635,31.31411527,-39.47349306,98.41898713
11.28,-0.574345303,-0.910236292,0.070793315,27.5,8026,3.583980096,-40.21014961,63.03610892,31.31299846,-39.47548332,98.41924128
11.282,-0.577533616,-0.816432395,0.022477231,27.5,8027,3.582891106,-40.21177372,63.03600152,31.31184977,-39.4773038,98.41938287
11.284,-0.564248977,-0.726296808,-0.015750879,27.5,8028,3.58186818,-40.2132367,63.03585717,31.3106947,-39.47893666,98.41942782
11.286,-0.541930783,-0.655026808,-0.024776961,27.5,8029,3.580893925,-40.21456184,63.03571229,31.30956621,-39.48038925,98.41939632
11.288,-0.536085542,-0.618343721,-0.013096149,27.5,8030,3.579912486,-40.21580803,63.03558925,31.30848234,-39.48169931,98.41934676
11.29,-0.540868012,-0.618343721,0.046900746,27.5,8031,3.578844495,-40.21702474,63.03554743,31.30741017,-39.48293599,98.41932057
11.292,-0.579127773,-0.665507691,0.129728318,27.5,8032,3.577598676,-40.21829488,63.03561003,31.30632844,-39.48417268,98.41941437
11.294,-0.635986029,-0.739921955,0.232731837,27.5,8033,3.576114811,-40.21966292,63.03579993,31.30517018,-39.4855037,98.41967383
11.296,-0.727915733,-0.837918204,0.337859139,27.5,8034,3.5743225,-40.22117489,63.03611616,31.30389821,-39.48698354,98.42013929
11.298,-0.842695016,-0.943775115,0.437146036,27.5,8035,3.572184344,-40.22284933,63.03654958,31.30244238,-39.48865938,98.42081501
11.3,-0.977135566,-1.034434747,0.522097392,27.5,8036,3.569677783,-40.22466292,63.0370833,31.30075699,-39.49054693,98.4216893
11.302,-1.126986297,-1.102560481,0.60280118,27.5,8037,3.56677505,-40.22657278,63.0377153,31.29880272,-39.4926158,98.4227335
11.304,-1.270460401,-1.125094378,0.678195508,27.5,8038,3.563490887,-40.22849047,63.03844585,31.29654874,-39.49482092,98.4239391
11.306,-1.405963722,-1.091031511,0.756244567,27.5,8039,3.559831866,-40.23030171,63.03928778,31.29400782,-39.49707111,98.42529549
11.308,-1.528713789,-0.98779482,0.836948355,27.5,8040,3.555812828,-40.23186707,63.04025595,31.2911959,-39.49925317,98.42680798
11.31,-1.63658506,-0.824817101,0.918183089,27.5,8041,3.551456612,-40.23306703,63.04136074,31.28813847,-39.50122876,98.42848188
11.312,-1.732234463,-0.62725247,0.995170255,27.5,8042,3.546789545,-40.23383461,63.04260194,31.2848653,-39.50287839,98.43031824
11.314,-1.823101396,-0.441740854,1.05251242,27.5,8043,3.541847736,-40.23420352,63.04395093,31.28140083,-39.5041329,98.43230858
11.316,-1.911842786,-0.311777914,1.091802422,27.5,8044,3.53666448,-40.23429351,63.04537418,31.27775463,-39.50501638,98.43441361
11.318,-2.006429418,-0.246796444,1.115164045,27.5,8045,3.531255358,-40.23424214,63.04683958,31.27393094,-39.50563994,98.43659721
11.32,-2.107924062,-0.265137988,1.133216208,27.5,8046,3.525622074,-40.23421834,63.04832647,31.26991808,-39.50613353,98.43882754
11.322,-2.20888732,-0.351081223,1.145958911,27.5,8047,3.519779527,-40.23435965,63.04981679,31.26570223,-39.50666381,98.44109398
11.324,-2.314633049,-0.473183501,1.155515939,27.5,8048,3.513725955,-40.23473982,63.05130047,31.26128446,-39.50736597,98.44338589
11.326,-2.426224019,-0.617295632,1.149144587,27.5,8049,3.507472323,-40.23541065,63.05275252,31.25665519,-39.50831234,98.44569692
11.328,-2.536752218,-0.747258572,1.132154316,27.5,8050,3.501032845,-40.23634911,63.05416091,31.25180275,-39.50954693,98.44799521
11.33,-2.642497947,-0.863072321,1.101890395,27.5,8051,3.494432579,-40.23753352,63.05551005,31.24672924,-39.51104144,98.45025952
11.332,-2.732833494,-0.942202983,1.058883772,27.5,8052,3.487714846,-40.23889695,63.05678862,31.24144425,-39.51276759,98.4524633
11.334,-2.791817292,-0.9673571,1.019062824,27.5,8053,3.480932667,-40.2403301,63.05800958,31.23597858,-39.51465199,98.45458107
11.336,-2.816792414,-0.945871291,0.963844442,27.5,8054,3.474168997,-40.24174747,63.05915953,31.23039494,-39.51658671,98.4566192
11.338,-2.799788076,-0.879841733,0.905440385,27.5,8055,3.467507317,-40.24306173,63.06024121,31.22476136,-39.51847845,98.45854689
11.34,-2.736021807,-0.793374454,0.833762679,27.5,8056,3.461056103,-40.24423869,63.06123985,31.21916178,-39.52023813,98.46035777
11.342,-2.634527163,-0.69852247,0.767394432,27.5,8057,3.454883177,-40.245259,63.06216388,31.21368974,-39.52182488,98.46202529
11.344,-2.4968983,-0.618343721,0.707928483,27.5,8058,3.44905349,-40.24614856,63.06302028,31.20842068,-39.52322193,98.46356008
