x_angle_1,y_angle_1,z_angle_1
0.819,-3.81766,2.45964
0.9,-1.36354,2.87355
1.01357,1.11154,3.0856999999999997
1.04163,3.3979700000000004,2.9261800000000004
1.0697,5.34901,2.4374800000000003
1.05524,6.88081,1.6196
1.0089000000000001,7.8885700000000005,0.48300000000000004
0.92,8.37229,-0.898
0.799,8.32148,-2.51186
0.7210000000000001,7.9352800000000006,-4.27484
0.707,7.22418,-5.95286
0.703,6.13576,-7.545940000000001
0.7100000000000001,4.98446,-8.95849
0.7160000000000001,3.7912299999999997,-9.999379999999999
0.755,2.68185,-10.721699999999998
0.794,1.6458400000000002,-10.98741
0.8320000000000001,0.819,-10.69031
0.818,0.16099999999999998,-10.01093
0.804,-0.24600000000000002,-8.92804
0.842,-0.528,-7.44162
0.86,-0.6940000000000001,-5.679119999999999
0.877,-0.766,-3.81042
0.8729999999999999,-0.6697799999999999,-1.78244
0.8380000000000001,-0.49,0.0332
0.876,-0.34199999999999997,1.647
0.841,-0.24600000000000002,2.91042
0.7619999999999999,-0.20199999999999999,3.88713
0.631,-0.159,4.47094
0.553,-0.272,4.608750000000001
0.496,-0.29200000000000004,4.43861
0.365,-0.40599999999999997,3.86496
0.30800000000000005,-0.46699999999999997,3.1214
0.30378,-0.434,2.14422
0.332,-0.443,1.06086
0.307,-0.47200000000000003,-0.00127
0.324,-0.57571,-0.9780000000000001
0.35200000000000004,-0.689,-1.94499
0.348,-0.772,-2.7628899999999996
0.313,-0.82247,-3.4002499999999998
0.373,-0.85232,-3.94205
0.443,-0.903,-4.36704
0.471,-0.8176899999999999,-4.67523
0.56321,-0.669,-4.87722
0.549,-0.437,-5.04735
0.587,-0.153,-5.259970000000001
0.626,0.22629,-5.4938199999999995
0.665,0.731,-5.75952
0.565,1.24612,-6.11018
0.5721999999999999,1.8346500000000001,-6.32279
0.48300000000000004,2.50702,-6.46107
0.426,3.1793899999999997,-6.41883
0.359,3.80983,-6.22792
0.41900000000000004,4.37739,-5.803400000000001
0.48900000000000005,4.79822,-5.19835
0.464,4.96751,-4.49774
0.503,4.9795799999999995,-3.53165
0.531,4.8554,-2.51246
0.54853,4.47968,-1.38709
0.545,3.9677100000000003,-0.283
0.5619999999999999,3.37189,0.683
0.6219999999999999,2.5978999999999997,1.5111700000000001
0.714,1.62477,2.04188
0.7949999999999999,0.62,2.36021
0.898,-0.458,2.33874
0.841,-1.5776000000000001,2.0093199999999998
0.847,-2.70794,1.35071
0.876,-3.73348,0.501
0.8079999999999999,-4.73805,-0.444
0.751,-5.61685,-1.45339
0.683,-6.30699,-2.35623
0.658,-6.74559,-3.01484
0.5700000000000001,-6.97458,-3.40797
